short_name,long_name,sofifa_id,age,dob,nationality,height_cm,body_type,weight_kg,club,player_url,overall_potential,value_eur,wage_eur,work_rate,team_position,team_jersey_number,shooting,passing,dribbling,defending,player_traits,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,power_shot_power,power_strength,power_long_shots,defending_standing_tackle,defending_sliding_tackle
A. Karazor,Atakan Karazor,239096,22,10/13/96,Germany,190,Lean,80,VfB Stuttgart,https://sofifa.com/player/239096/atakan-karazor/20/159586,68,1100000,8000,Medium/High,CDM,16,36,56,61,68,Injury Prone,67,60,63,65,47,72,29,70,63
A. Kargbo,Augustus Kargbo,244626,19,8/24/99,Sierra Leone,172,Lean,68,Crotone,https://sofifa.com/player/244626/augustus-kargbo/20/159586,51,80000,1000,High/Medium,RES,20,52,38,52,19,Not Provided,40,49,31,46,43,33,51,16,14
A. Karnuçu,Abdussamed Karnuçu,239891,19,2/4/00,Turkey,183,Lean,75,Galatasaray SK,https://sofifa.com/player/239891/abdussamed-karnucu/20/159586,60,425000,4000,Medium/Medium,SUB,47,42,54,56,60,Injury Prone,64,57,59,55,57,61,36,67,63
A. Karo,Andreas Karo,230703,22,9/9/96,Cyprus,180,Normal,65,US Salernitana 1919,https://sofifa.com/player/230703/andreas-karo/20/159586,50,50000,1000,Medium/Medium,RES,16,27,30,32,45,Not Provided,36,23,22,32,37,76,17,50,45
A. Kashi,Ahmed Kashi,188825,30,11/18/88,Algeria,178,Normal,76,ESTAC Troyes,https://sofifa.com/player/188825/ahmed-kashi/20/159586,69,875000,4000,Medium/Medium,RES,4,43,62,66,64,Not Provided,70,63,65,67,44,71,59,69,66
A. Kasperkiewicz,Arkadiusz Kasperkiewicz,222164,24,9/29/94,Poland,187,Normal,82,Raków Czestochowa,https://sofifa.com/player/222164/arkadiusz-kasperkiewicz/20/159586,65,625000,1000,High/Medium,LCB,28,42,53,50,63,Not Provided,63,49,57,50,55,80,40,65,62
A. Katai,Aleksandar Katai,204874,28,2/6/91,Serbia,182,Normal,70,Chicago Fire,https://sofifa.com/player/204874/aleksandar-katai/20/159586,75,6500000,9000,Medium/Low,SUB,10,75,73,77,43,"Argues with Officials, Crowd Favourite",74,81,66,77,77,68,76,42,36
A. Kecskés,Ákos Kecskés,239952,23,1/4/96,Hungary,190,Lean,75,FC Lugano,https://sofifa.com/player/239952/akos-kecskes/20/159586,59,210000,1000,Medium/Medium,RCB,4,31,37,36,59,Not Provided,40,30,37,38,41,72,26,61,60
A. Keita,Aly Keita,231489,32,12/8/86,Guinea,185,Normal,75,Östersunds FK,https://sofifa.com/player/231489/aly-keita/20/159586,66,400000,2000,Medium/Medium,GK,1,0,0,0,0,"Swerve Pass, Second Wind",22,9,15,12,58,49,6,11,11
A. Keita,Aboubacar Keita,247014,19,4/6/00,United States,189,Normal,82,Columbus Crew SC,https://sofifa.com/player/247014/aboubacar-keita/20/159586,62,600000,1000,Medium/Medium,SUB,30,27,47,46,59,Not Provided,63,41,44,49,34,74,21,63,59
A. Keita,Alhassane Keita,215384,27,4/16/92,Guinea,183,Stocky,79,Os Belenenses,https://sofifa.com/player/215384/alhassane-keita/20/159586,68,1000000,4000,Medium/Low,SUB,50,65,48,67,23,Not Provided,56,66,42,68,67,77,62,16,20
A. Kenyon,Alex Kenyon,216226,26,7/17/92,England,182,Stocky,76,Morecambe,https://sofifa.com/player/216226/alex-kenyon/20/159586,62,325000,2000,Medium/High,LDM,4,46,55,60,57,Leadership,62,57,60,61,54,76,45,62,57
A. Khalili,Abdul Rahman Khalili,202148,27,6/7/92,Sweden,182,Lean,77,Kasimpasa SK,https://sofifa.com/player/202148/abdul-khalili/20/159586,71,2700000,10000,Medium/Medium,CDM,21,66,69,72,65,Not Provided,72,72,68,74,70,70,68,63,54
A. Khammas,Amine Khammas,239806,20,4/6/99,Morocco,176,Lean,62,KRC Genk,https://sofifa.com/player/239806/amine-khammas/20/159586,62,475000,2000,Medium/Medium,RES,24,33,60,67,56,Not Provided,61,65,63,66,38,38,35,61,60
A. Khrees,Awadh Ali Khrees,209222,28,1/5/91,Saudi Arabia,178,Lean,73,Al Faisaly,https://sofifa.com/player/209222/awadh-ali-khrees/20/159586,61,220000,4000,Medium/High,SUB,23,50,53,57,58,Inflexible,57,54,53,57,62,72,46,59,60
A. Khurana,Anuvinda Khurana,251747,26,4/21/93,India,186,Normal,81,India,https://sofifa.com/player/251747/anuvinda-khurana/20/159586,60,0,0,Medium/Medium,,null,30,41,41,58,"Diver, Long Passer (CPU AI Only)",53,38,42,45,42,79,37,58,55
A. Kilgour,Alfie Kilgour,231107,21,5/18/98,England,178,Normal,75,Bristol Rovers,https://sofifa.com/player/231107/alfie-kilgour/20/159586,56,120000,1000,Medium/High,SUB,15,29,38,43,53,Not Provided,48,38,41,46,46,76,28,59,57
A. King,Andy King,186578,30,10/29/88,Wales,184,Normal,79,Rangers FC,https://sofifa.com/player/186578/andy-king/20/159586,69,975000,22000,Medium/Medium,SUB,29,64,67,66,69,"Diver, Giant Throw-in",72,67,65,65,69,68,65,70,68
A. Kiss,Ágoston Kiss,248877,18,3/14/01,Hungary,187,Normal,75,DSC Arminia Bielefeld,https://sofifa.com/player/248877/agoston-kiss/20/159586,55,140000,1000,Medium/Medium,SUB,31,0,0,0,0,Second Wind,25,12,22,18,35,41,14,13,14
A. Kiwomya,Alex Kiwomya,213673,23,5/20/96,England,179,Lean,67,Doncaster Rovers,https://sofifa.com/player/213673/alex-kiwomya/20/159586,61,375000,2000,High/Medium,SUB,23,53,50,63,20,Early Crosser,50,64,44,58,51,59,53,20,15
A. Kizildag,Arda Kizildag,252753,20,10/15/98,Turkey,187,Lean,77,Gençlerbirligi SK,https://sofifa.com/player/252753/arda-kizildag/20/159586,64,925000,3000,High/Medium,SUB,24,37,46,51,65,Not Provided,56,56,54,40,46,64,31,66,62
A. Klimczak,Adrian Klimczak,244479,21,7/26/97,Poland,183,Normal,68,LKS Lodz,https://sofifa.com/player/244479/adrian-klimczak/20/159586,58,150000,1000,Medium/Medium,LB,3,29,47,54,55,Not Provided,51,58,46,41,32,44,26,58,61
A. Knockaert,Anthony Knockaert,203910,27,11/20/91,France,172,Normal,69,Fulham,https://sofifa.com/player/203910/anthony-knockaert/20/159586,76,8000000,45000,High/High,RW,24,70,72,83,49,"Injury Free, Selfish, Crowd Favourite",73,83,64,82,73,54,70,40,34
A. Ko?elev,Alexei Ko?elev,222129,25,11/19/93,Moldova,200,Normal,90,Fortuna Sittard,https://sofifa.com/player/222129/alexei-koselev/20/159586,70,1700000,5000,Medium/Medium,GK,77,0,0,0,0,Not Provided,19,13,17,10,47,76,5,13,12
A. Kochenkov,Anton Kochenkov,202630,32,4/2/87,Russia,195,Normal,83,Lokomotiv Moscow,https://sofifa.com/player/202630/anton-kochenkov/20/159586,68,550000,1000,Medium/Medium,SUB,77,0,0,0,0,Not Provided,35,13,32,19,50,73,12,14,16
A. Kofler,Alexander Kofler,217502,32,11/6/86,Austria,194,Normal,87,Wolfsberger AC,https://sofifa.com/player/217502/alexander-kofler/20/159586,66,400000,3000,Medium/Medium,GK,31,0,0,0,0,Acrobatic Clearance,32,11,23,19,44,73,12,13,23
A. Koiki,Ali Koiki,240786,19,8/22/99,England,180,Normal,70,Burnley,https://sofifa.com/player/240786/ali-koiki/20/159586,60,260000,3000,Medium/Medium,RES,42,34,48,59,55,Not Provided,54,57,45,57,41,66,28,59,57
A. Koita,Aboubakary Koita,239028,20,9/20/98,Belgium,173,Lean,73,Waasland-Beveren,https://sofifa.com/player/239028/aboubakary-koita/20/159586,67,1200000,3000,Medium/Low,RM,17,57,61,73,36,"Argues with Officials, Early Crosser, Crowd Favourite",61,73,60,68,61,54,56,36,39
A. Kojic,Adnan Kojic,220787,23,10/28/95,Sweden,185,Lean,75,AFC Eskilstuna,https://sofifa.com/player/220787/adnan-kojic/20/159586,61,300000,1000,Medium/Medium,RB,2,33,47,56,58,Not Provided,51,54,44,56,45,61,31,62,61
A. Kolarov,Aleksandar Kolarov,185103,33,11/10/85,Serbia,187,Normal,81,Roma,https://sofifa.com/player/185103/aleksandar-kolarov/20/159586,82,10000000,52000,High/Medium,LB,11,74,81,76,82,"Dives Into Tackles (CPU AI Only), Argues with Officials",78,80,77,77,95,74,86,83,81
A. Kolev,Alexander Kolev,212664,26,12/8/92,Bulgaria,191,Normal,81,Arka Gdynia,https://sofifa.com/player/212664/alexander-kolev/20/159586,63,450000,2000,High/Medium,SUB,92,61,50,61,41,Not Provided,58,59,45,61,67,79,63,36,40
A. Kolomeytsev,Aleksandr Kolomeytsev,198654,30,2/21/89,Russia,183,Normal,78,Lokomotiv Moscow,https://sofifa.com/player/198654/alexandr-kolomeytsev/20/159586,69,875000,1000,Medium/Medium,SUB,18,68,68,69,66,Long Throw-in,74,69,73,72,73,76,72,68,58
A. Konaté,Ateef Konaté,251524,18,4/4/01,France,179,Lean,66,Le Havre AC,https://sofifa.com/player/251524/ateef-konate/20/159586,61,525000,1000,Medium/Medium,SUB,9,54,54,68,29,Not Provided,59,68,52,64,58,50,53,31,43
A. Konaté,Amadou Konaté,248190,22,1/1/97,Mali,185,Normal,75,FK Bodø/Glimt,https://sofifa.com/player/248190/amadou-konate/20/159586,57,150000,1000,Medium/Medium,SUB,19,54,40,55,25,Not Provided,42,54,29,52,58,72,47,21,19
A. Konradsen,Anders Ågnes Konradsen,187042,28,7/18/90,Norway,183,Normal,76,Rosenborg BK,https://sofifa.com/player/187042/anders-konradsen/20/159586,70,1800000,5000,High/High,LCM,8,66,67,66,67,Not Provided,70,64,69,65,78,75,68,67,67
A. Konte,Aboubacar Konte,247824,18,3/2/01,Mali,175,Lean,62,Sarpsborg 08 FF,https://sofifa.com/player/247824/aboubacar-konte/20/159586,56,190000,1000,Medium/Low,SUB,27,40,49,62,27,Not Provided,45,65,45,53,51,36,39,29,38
A. Koné,Arouna Koné,122849,35,11/11/83,Ivory Coast,182,Normal,81,Sivasspor,https://sofifa.com/player/122849/arouna-kone/20/159586,73,1800000,10000,Medium/Medium,ST,2,74,62,70,37,"Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",67,70,49,75,78,76,68,43,26
A. Koro Koné,Ahmed Issa Koro Koné,207538,29,7/5/89,Ivory Coast,178,Lean,74,Servette FC,https://sofifa.com/player/207538/ahmed-issa-koro-kone/20/159586,65,550000,4000,Medium/Low,ST,18,62,52,67,25,Speed Dribbler (CPU AI Only),55,71,46,56,65,65,53,16,20
A. Kouakou,Aubin Kouakou,235289,28,6/1/91,Ivory Coast,185,Normal,78,Damac FC,https://sofifa.com/player/235289/aubin-kouakou/20/159586,64,400000,5000,Medium/Medium,RCB,19,43,50,53,62,Not Provided,61,48,58,58,60,83,43,65,62
A. Kovacevic,Adnan Kovacevic,239568,25,9/9/93,Bosnia Herzegovina,189,Normal,80,Korona Kielce,https://sofifa.com/player/239568/adnan-kovacevic/20/159586,63,425000,1000,Low/Medium,RCB,5,32,39,39,63,Not Provided,49,33,42,45,35,74,28,66,66
A. Kovácsik,Ádám Kovácsik,193772,28,4/4/91,Hungary,194,Normal,85,Hungary,https://sofifa.com/player/193772/adam-kovacsik/20/159586,68,0,0,Medium/Medium,,null,0,0,0,0,Not Provided,32,17,33,21,47,65,16,15,14
A. Kramaric,Andrej Kramaric,216354,28,6/19/91,Croatia,177,Normal,73,TSG 1899 Hoffenheim,https://sofifa.com/player/216354/andrej-kramaric/20/159586,83,27000000,61000,Medium/Medium,LS,27,85,73,85,30,"Injury Free, Selfish, Argues with Officials, Outside Foot Shot, Crowd Favourite",79,86,53,85,83,67,85,20,26
A. Kravets,Artem Kravets,188058,30,6/3/89,Ukraine,189,Normal,79,Kayserispor,https://sofifa.com/player/188058/artem-kravets/20/159586,71,2300000,11000,High/High,SUB,11,70,57,62,40,Not Provided,67,64,49,66,72,75,65,32,34
A. Král,Alex Král,247028,21,5/19/98,Czech Republic,186,Lean,80,SK Slavia Praha,https://sofifa.com/player/247028/alex-kral/20/159586,74,8500000,1000,Medium/Medium,RDM,33,68,67,74,71,Not Provided,73,74,69,73,73,75,72,73,69
A. Kräuchi,Alessandro Kräuchi,239428,21,6/3/98,Switzerland,174,Lean,71,FC St. Gallen,https://sofifa.com/player/239428/alessandro-krauchi/20/159586,53,100000,2000,Medium/Medium,RES,29,41,50,57,48,Not Provided,58,56,51,55,46,45,36,45,51
A. Kubalas,Alihan Kubalas,243660,27,10/26/91,Turkey,185,Lean,78,MKE Ankaragücü,https://sofifa.com/player/243660/alihan-kubalas/20/159586,65,575000,5000,Low/Medium,SUB,5,27,33,33,70,Not Provided,41,29,33,33,40,63,23,72,73
A. Kuen,Andreas Kuen,210484,24,3/24/95,Austria,175,Normal,72,SV Mattersburg,https://sofifa.com/player/210484/andreas-kuen/20/159586,63,475000,4000,Medium/Medium,SUB,30,56,62,67,37,Power Free-Kick,65,64,62,66,63,64,54,36,38
A. Kulušic,Ante Kulušic,190959,33,6/6/86,Croatia,189,Normal,78,MKE Ankaragücü,https://sofifa.com/player/190959/ante-kulusic/20/159586,69,500000,9000,Medium/High,LCB,13,35,56,43,67,Not Provided,66,32,64,55,38,77,26,70,68
A. Kutucu,Ahmed Kutucu,245762,19,3/1/00,Turkey,181,Normal,76,FC Schalke 04,https://sofifa.com/player/245762/ahmed-kutucu/20/159586,68,1900000,7000,Medium/Low,SUB,15,69,55,68,41,Not Provided,64,68,55,67,78,67,64,45,46
A. Kwarasey,Adam Larsen Kwarasey,165564,31,12/12/87,Ghana,190,Normal,76,Vålerenga Fotball,https://sofifa.com/player/165564/adam-larsen-kwarasey/20/159586,68,575000,2000,Medium/Medium,GK,21,0,0,0,0,Acrobatic Clearance,43,15,28,23,49,74,13,13,14
A. La Gumina,Antonino La Gumina,228378,23,3/6/96,Italy,182,Normal,78,Empoli,https://sofifa.com/player/228378/antonino-la-gumina/20/159586,68,1300000,2000,High/High,RS,20,66,57,68,38,Not Provided,59,68,50,66,70,71,64,27,22
A. La Mantia,Andrea La Mantia,201243,28,5/6/91,Italy,190,Normal,81,Lecce,https://sofifa.com/player/201243/andrea-la-mantia/20/159586,70,1800000,11000,Medium/Medium,LS,19,67,35,62,30,Long Passer (CPU AI Only),49,63,22,67,73,86,45,28,18
A. Lacazette,Alexandre Lacazette,193301,28,5/28/91,France,175,Normal,73,Arsenal,https://sofifa.com/player/193301/alexandre-lacazette/20/159586,86,46000000,165000,High/High,ST,9,85,75,86,40,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",81,86,69,86,86,73,78,42,30
A. Lafont,Alban Lafont,231691,20,1/23/99,France,193,Lean,82,FC Nantes,https://sofifa.com/player/231691/alban-lafont/20/159586,79,15500000,15000,Medium/Medium,GK,1,0,0,0,0,Swerve Pass,54,14,38,10,53,70,9,14,12
A. Lajami,Ali Lajami,228783,23,4/24/96,Saudi Arabia,178,Normal,75,Al Fateh,https://sofifa.com/player/228783/ali-lajami/20/159586,62,450000,4000,Medium/Medium,LCB,78,47,52,54,60,Not Provided,60,51,57,47,56,69,38,64,57
A. Lallana,Adam David Lallana,180819,31,5/10/88,England,178,Lean,73,Liverpool,https://sofifa.com/player/180819/adam-lallana/20/159586,79,11000000,89000,High/High,SUB,20,71,79,82,62,"Power Free-Kick, Selfish, Finesse Shot, Crowd Favourite",83,83,75,84,72,60,71,62,62
A. Landgren,Andreas Landgren,181381,30,3/17/89,Sweden,176,Normal,74,Helsingborgs IF,https://sofifa.com/player/181381/andreas-landgren/20/159586,67,625000,1000,High/High,RDM,6,54,62,61,63,Giant Throw-in,65,57,63,62,66,73,62,65,64
A. Laporte,Aymeric Laporte,212218,25,5/27/94,France,189,Normal,85,Manchester City,https://sofifa.com/player/212218/aymeric-laporte/20/159586,87,56500000,195000,Medium/Medium,LCB,14,50,71,68,88,Leadership,81,63,80,77,68,85,47,89,88
A. Latifu,Akeem Latifu,199486,29,11/16/89,Nigeria,182,Normal,77,Mjøndalen IF,https://sofifa.com/player/199486/akeem-latifu/20/159586,64,375000,1000,Medium/High,RB,20,52,60,62,60,Not Provided,60,62,59,63,64,70,56,64,61
A. Laukart,Alexander Laukart,238973,20,10/25/98,Germany,183,Normal,74,FC Twente,https://sofifa.com/player/238973/alexander-laukart/20/159586,64,725000,2000,High/Medium,SUB,11,59,60,65,46,"Power Free-Kick, Speed Dribbler (CPU AI Only)",66,64,58,66,70,66,60,56,49
A. Laurienté,Armand Laurienté,243593,20,12/4/98,France,171,Normal,59,Stade Rennais FC,https://sofifa.com/player/243593/armand-lauriente/20/159586,61,450000,5000,Medium/Medium,SUB,19,56,58,66,33,Not Provided,61,65,55,67,62,33,53,38,42
A. Layouni,Amor Layouni,242166,26,10/3/92,Sweden,191,Lean,80,FK Bodø/Glimt,https://sofifa.com/player/242166/amor-layouni/20/159586,69,1200000,3000,High/Medium,LW,20,63,62,69,35,Not Provided,63,71,49,69,64,72,61,31,30
A. Lazaar,Achraf Lazaar,206161,27,1/22/92,Morocco,184,Lean,80,Newcastle United,https://sofifa.com/player/206161/achraf-lazaar/20/159586,67,750000,11000,High/High,RES,33,57,64,70,65,Argues with Officials,68,70,64,70,73,63,68,70,70
A. Laïdouni,Aïssa Laïdouni,233642,22,12/13/96,France,184,Lean,80,FC Voluntari,https://sofifa.com/player/233642/aissa-laidouni/20/159586,66,875000,2000,High/Medium,CAM,93,50,60,67,61,Not Provided,67,67,59,69,26,63,53,68,59
A. Le Fondre,Adam Le Fondre,163828,32,12/2/86,England,175,Normal,73,Sydney FC,https://sofifa.com/player/163828/adam-le-fondre/20/159586,70,1400000,6000,High/Low,LS,9,72,62,68,30,Beat Offside Trap,62,65,51,69,70,63,63,25,23
A. Leautey,Antoine Leautey,237198,23,4/14/96,France,172,Normal,68,Chamois Niortais Football Club,https://sofifa.com/player/237198/antoine-leautey/20/159586,66,950000,2000,Medium/Medium,LM,12,54,62,67,29,Not Provided,66,65,58,64,50,43,41,24,30
A. Lebeau,Adrien Lebeau,251107,19,7/8/99,France,175,Lean,69,RC Strasbourg Alsace,https://sofifa.com/player/251107/adrien-lebeau/20/159586,61,475000,3000,Medium/Medium,RES,34,53,62,62,47,Not Provided,63,62,60,62,59,46,48,54,51
A. Legzdins,Adam Legzdins,182761,32,11/23/86,England,190,Normal,90,Burnley,https://sofifa.com/player/182761/adam-legzdins/20/159586,64,270000,6000,Medium/Medium,RES,30,0,0,0,0,"Flair, Second Wind",20,15,25,17,47,67,12,11,11
A. Leitch-Smith,Ajay Leitch-Smith,189282,29,3/6/90,England,173,Lean,75,Morecambe,https://sofifa.com/player/189282/aj-leitch-smith/20/159586,62,300000,2000,High/Medium,SUB,10,59,52,60,36,Not Provided,55,57,48,60,58,63,56,30,26
A. Leitner,Andreas Leitner,204922,25,3/25/94,Austria,184,Normal,72,FC Admira Wacker Mödling,https://sofifa.com/player/204922/andreas-leitner/20/159586,67,725000,3000,Medium/Medium,GK,1,0,0,0,0,Avoids Using Weaker Foot,31,16,23,30,44,37,17,14,17
A. Lennon,Aaron Lennon,152747,32,4/16/87,England,165,Normal,63,Burnley,https://sofifa.com/player/152747/aaron-lennon/20/159586,74,4400000,30000,High/High,SUB,25,63,69,79,49,Early Crosser,72,78,61,77,64,54,57,50,43
A. Lesiotis,Anthony Lesiotis,242786,19,4/24/00,Australia,170,Lean,65,Melbourne Victory,https://sofifa.com/player/242786/anthony-lesiotis/20/159586,54,140000,1000,Medium/High,RCM,25,35,50,48,53,Injury Prone,61,47,57,43,42,31,31,61,60
A. Letellier,Alexandre Letellier,199574,28,12/11/90,France,193,Normal,93,Sarpsborg 08 FF,https://sofifa.com/player/199574/alexandre-letellier/20/159586,68,750000,2000,Medium/Medium,GK,30,0,0,0,0,Acrobatic Clearance,26,10,21,16,46,72,14,11,11
A. Lewis,Adam Lewis,243056,19,11/8/99,England,175,Lean,63,Liverpool,https://sofifa.com/player/243056/adam-lewis/20/159586,60,400000,5000,Medium/Medium,RES,75,36,57,60,57,Not Provided,56,59,52,57,30,52,31,60,57
A. Lewis,Aaron Lewis,233793,21,6/26/98,Wales,183,Normal,85,Lincoln City,https://sofifa.com/player/233793/aaron-lewis/20/159586,60,375000,1000,Medium/Medium,SUB,22,38,41,56,60,Not Provided,38,60,29,52,36,71,37,66,60
A. Leya Iseka,Aaron Leya Iseka,223929,21,11/15/97,Belgium,183,Stocky,82,Toulouse Football Club,https://sofifa.com/player/223929/aaron-leya-iseka/20/159586,72,4500000,16000,Medium/Medium,SUB,10,73,61,71,27,Long Passer (CPU AI Only),64,71,48,72,76,76,72,25,24
A. Lienhart,Andreas Lienhart,173480,33,1/28/86,Austria,183,Normal,78,TSV Hartberg,https://sofifa.com/player/173480/andreas-lienhart/20/159586,65,240000,2000,High/Medium,RB,6,50,63,63,64,Not Provided,66,65,57,63,63,68,52,65,60
A. Limbombe,Anthony Limbombe Ekango,201938,24,7/15/94,Belgium,177,Normal,72,Standard de Liège,https://sofifa.com/player/201938/anthony-limbombe/20/159586,73,5000000,13000,High/Medium,SUB,14,69,68,77,54,"Beat Offside Trap, Selfish, Argues with Officials",70,77,60,75,78,57,72,57,52
A. Linde,Andreas Linde,207926,25,7/24/93,Sweden,196,Lean,93,Molde FK,https://sofifa.com/player/207926/andreas-linde/20/159586,70,1800000,3000,Medium/Medium,RES,1,0,0,0,0,Flair,22,20,18,18,50,70,19,14,11
A. Lindegaard,Anders Lindegaard,135043,35,4/13/84,Denmark,193,Normal,85,Helsingborgs IF,https://sofifa.com/player/135043/anders-lindegaard/20/159586,68,240000,1000,Medium/Medium,GK,1,0,0,0,0,"Diver, Second Wind",19,17,28,31,52,69,19,15,14
A. Linguet,Allan Linguet,248662,19,8/17/99,France,176,Lean,68,Valenciennes FC,https://sofifa.com/player/248662/allan-linguet/20/159586,53,100000,1000,Medium/Medium,RES,24,29,33,49,55,Not Provided,32,55,28,31,25,49,24,65,64
A. Lioi,Andrés Lioi,241703,22,3/7/97,Argentina,174,Normal,67,Korona Kielce,https://sofifa.com/player/241703/andres-lioi/20/159586,67,1400000,2000,Medium/Medium,SUB,19,58,61,70,52,Not Provided,67,71,58,68,61,53,43,52,56
A. Lithgow,Alan Lithgow,170636,31,3/12/88,Scotland,185,Stocky,85,Livingston FC,https://sofifa.com/player/170636/alan-lithgow/20/159586,67,575000,3000,Medium/High,RCB,4,37,46,46,65,"Inflexible, Diver, Avoids Using Weaker Foot",55,41,50,47,35,76,36,65,62
A. Livingstone,Adam Livingstone,238834,21,2/22/98,Scotland,180,Lean,70,Motherwell,https://sofifa.com/player/238834/adam-livingstone/20/159586,52,100000,1000,Medium/High,RES,21,41,55,56,47,Not Provided,56,55,49,53,53,67,33,54,52
A. Ljajic,Adem Ljajic,190544,27,9/29/91,Serbia,182,Lean,74,Besiktas JK,https://sofifa.com/player/190544/adem-ljajic/20/159586,81,20500000,80000,High/Low,CAM,22,75,80,84,37,"Beat Offside Trap, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",80,85,77,86,82,59,81,35,35
A. Loba,Aké Loba,246732,21,4/1/98,Ivory Coast,180,Lean,76,Querétaro,https://sofifa.com/player/246732/ake-loba/20/159586,67,1300000,3000,High/Medium,ST,9,65,54,69,21,Crowd Favourite,65,68,53,67,65,70,57,14,16
A. Lonergan,Andrew Lonergan,118794,35,10/19/83,England,192,Normal,87,Liverpool,https://sofifa.com/player/118794/andy-lonergan/20/159586,65,150000,8000,Medium/Medium,RES,22,0,0,0,0,Not Provided,29,11,27,24,39,56,13,15,14
A. Long,Aaron Long,222123,26,10/12/92,United States,185,Normal,86,New York Red Bulls,https://sofifa.com/player/222123/aaron-long/20/159586,75,8000000,8000,Medium/High,RCB,33,40,56,63,73,Long Passer (CPU AI Only),69,59,65,66,48,83,31,73,71
A. Long,Aubin Long,231722,22,3/20/97,France,185,Normal,80,FC Sochaux-Montbéliard,https://sofifa.com/player/231722/aubin-long/20/159586,57,150000,1000,Medium/Medium,SUB,40,0,0,0,0,Not Provided,23,8,26,16,40,45,8,12,13
A. Lookman,Ademola Lookman,230899,21,10/20/97,England,174,Lean,78,RB Leipzig,https://sofifa.com/player/230899/ademola-lookman/20/159586,76,12500000,32000,High/Medium,SUB,17,74,68,83,28,"Selfish, Crowd Favourite",73,85,50,80,80,55,71,24,25
A. Lopes,Anthony Lopes,199482,28,10/1/90,Portugal,184,Normal,81,Olympique Lyonnais,https://sofifa.com/player/199482/anthony-lopes/20/159586,85,33500000,88000,Medium/Medium,GK,1,0,0,0,0,"Giant Throw-in, Swerve Pass, Acrobatic Clearance",32,15,31,21,56,73,18,15,13
A. Losilla,Anthony Losilla,199288,33,3/10/86,France,185,Lean,80,VfL Bochum 1848,https://sofifa.com/player/199288/anthony-losilla/20/159586,72,1500000,13000,Medium/High,RDM,8,55,64,72,71,Not Provided,74,72,63,75,62,74,58,70,63
A. Lotti,Augusto Lotti,242019,23,6/10/96,Argentina,179,Normal,70,Atlético Tucumán,https://sofifa.com/player/242019/augusto-lotti/20/159586,65,750000,3000,Medium/Medium,SUB,18,63,50,67,25,Not Provided,61,68,38,64,58,58,64,23,26
A. Lottin,Albert-Nicolas Lottin,246645,17,8/29/01,France,181,Lean,72,FC Girondins de Bordeaux,https://sofifa.com/player/246645/albert-nicolas-lottin/20/159586,62,600000,1000,Medium/Medium,SUB,24,46,59,62,60,Not Provided,66,60,63,64,57,58,41,64,59
A. Lozano,Anthony Rubén Lozano Colón,205495,26,4/25/93,Honduras,185,Normal,74,Girona FC,https://sofifa.com/player/205495/anthony-lozano/20/159586,71,3000000,8000,Medium/Low,SUB,19,69,60,70,34,Not Provided,66,71,53,69,66,84,69,40,35
A. Lozano,Adrián Lozano,252052,20,5/8/99,Mexico,174,Normal,70,Santos Laguna,https://sofifa.com/player/252052/adrian-lozano/20/159586,58,210000,3000,Medium/Medium,LM,91,55,54,60,36,Not Provided,57,60,56,61,62,49,48,34,33
A. Luci,Andrea Luci,178448,34,3/30/85,Italy,172,Normal,68,Livorno,https://sofifa.com/player/178448/andrea-luci/20/159586,70,875000,3000,Medium/Medium,RCM,8,58,71,67,63,"Avoids Using Weaker Foot, Leadership, Finesse Shot, Giant Throw-in",73,63,70,70,70,66,68,62,62
A. Lucoqui,Anderson Lucoqui,233812,21,7/6/97,Germany,180,Lean,75,DSC Arminia Bielefeld,https://sofifa.com/player/233812/anderson-lucoqui/20/159586,67,1100000,4000,High/Medium,SUB,23,44,62,67,61,Not Provided,68,67,61,63,59,67,52,65,62
A. Ludwig,Alexander Ludwig,204164,26,6/30/93,Denmark,184,Normal,85,AC Horsens,https://sofifa.com/player/204164/alexander-ludwig/20/159586,67,900000,4000,Medium/Medium,LCB,33,37,55,59,66,Not Provided,64,55,59,62,39,75,34,68,64
A. Lukimya,Assani Lukimya-Mulongoti,184852,33,1/25/86,DR Congo,190,Stocky,89,KFC Uerdingen 05,https://sofifa.com/player/184852/assani-lukimya/20/159586,67,350000,3000,Medium/Medium,RCB,5,51,40,42,64,Long Passer (CPU AI Only),49,37,40,44,78,91,51,66,64
A. Lukovic,Andrija Lukovic,250962,24,10/24/94,Serbia,189,Lean,79,Raków Czestochowa,https://sofifa.com/player/250962/andrija-lukovic/20/159586,65,725000,1000,Medium/Medium,SUB,8,65,61,64,39,Argues with Officials,63,63,65,62,74,77,67,38,36
A. Lukse,Andreas Lukse,181733,31,11/8/87,Austria,187,Normal,82,1. FC Nürnberg,https://sofifa.com/player/181733/andreas-lukse/20/159586,65,350000,3000,Medium/Medium,SUB,30,0,0,0,0,Not Provided,32,13,25,22,45,63,9,10,9
